"time","prob"
-514,0.000131756916723453
-513,0.000121463407604433
-512,0.000152343934961492
-511,0.000121463407604433
-510,0.000111169898485413
-509,0.000168813549551924
-508,0.000137933022194864
-507,0.00014616782949008
-506,0.000139991724018668
-505,8.64654765997657e-05
-504,0.000127639513075845
-503,0.000137933022194864
-502,0.000133815618547256
-501,0.000104993793014001
-500,0.000127639513075845
-499,0.000144109127666276
-498,0.000125580811252041
-497,0.000139991724018668
-496,0.000162637444080512
-495,0.000154402636785296
-494,0.000148226531313884
-493,0.000144109127666276
-492,0.000168813549551924
-491,0.000195576673261375
-490,0.000230574604266042
-489,0.000242926815208866
-488,0.000286159553508748
-487,0.000294394360803964
-486,0.000271748640742121
-485,0.000352038011870475
-484,0.000339685800927651
-483,0.00052702766689381
-482,0.00045909050670828
-481,0.000461149208532084
-480,0.000436444786646436
-479,0.000506440648655771
-478,0.000518792859598594
-477,0.000551732088779457
-476,0.000743191358393224
-475,0.000710252129212361
-474,0.000765837078455068
-473,0.000825539431345382
-472,0.000704076023740949
-471,0.000695841216445734
-470,0.000837891642288206
-469,0.0010417031228448
-468,0.000879065678764285
-467,0.000802893711283539
-466,0.000854361256878637
-465,0.000854361256878637
-464,0.000782306693045499
-463,0.000984059471778286
-462,0.00132374527270594
-461,0.00116110782862543
-460,0.00115904912680162
-459,0.00129080604352507
-458,0.00134844969459158
-457,0.00131962786905833
-456,0.00144932608395798
-455,0.00183018592136171
-454,0.00157078949156241
-453,0.00159343521162425
-452,0.0015152045423197
-451,0.00164078535357174
-450,0.00180136409582845
-449,0.00159549391344806
-448,0.00221104575876544
-447,0.00204223220921351
-446,0.00204840831468493
-445,0.00195576673261375
-444,0.00190224048519485
-443,0.00188577087060441
-442,0.0019290036089043
-441,0.00207105403474677
-440,0.00215751951134654
-439,0.00207311273657057
-438,0.00193929711802332
-437,0.00202370389279928
-436,0.00200517557638504
-435,0.00193929711802332
-434,0.00214310859857991
-433,0.0019290036089043
-432,0.00177871837576661
-431,0.00149667622590547
-430,0.00152961545508633
-429,0.00146373699672461
-428,0.00149873492772927
-427,0.00152549805143872
-426,0.00142668036389613
-425,0.00139991724018668
-424,0.00122492758516335
-423,0.00128668863987747
-422,0.00127433642893464
-421,0.00121051667239672
-420,0.00163049184445272
-419,0.00146579569854841
-418,0.00147197180401982
-417,0.00132168657088213
-416,0.00143491517119135
-415,0.00144520868031037
-414,0.00160784612439088
-413,0.00189812308154724
-412,0.0017725422702952
-411,0.00174577914658575
-410,0.00165107886269076
-409,0.00154608506967676
-408,0.00164696145904316
-407,0.0016160809316861
-406,0.00201135168185645
-405,0.00170460511010967
-404,0.00164078535357174
-403,0.00164284405539555
-402,0.00168813549551924
-401,0.00155637857879578
-400,0.00176636616482379
-399,0.00239015281743638
-398,0.00216163691499414
-397,0.00238603541378877
-396,0.00251161622504081
-395,0.00268454717824035
-394,0.00282659760408282
-393,0.00299129374998713
-392,0.00364801963178059
-391,0.00345038425669541
-390,0.00355743675153322
-389,0.00330627512902914
-388,0.00335362527097663
-387,0.00332274474361957
-386,0.00335362527097663
-385,0.00407417090930801
-384,0.00389712255246087
-383,0.00362537391171875
-382,0.00308187663023451
-381,0.00309834624482494
-380,0.00299952855728235
-379,0.00264337314176427
-378,0.00281218669131619
-377,0.00254043805057407
-376,0.00243750295938387
-375,0.00217398912593697
-374,0.001879594765133
-373,0.00171283991740488
-372,0.00184871423777594
-371,0.00204223220921351
-370,0.00179518799035704
-369,0.00163255054627653
-368,0.0016160809316861
-367,0.00171283991740488
-366,0.0017210747247001
-365,0.00212869768581328
-364,0.00223369147882728
-363,0.00190635788884245
-362,0.00189812308154724
-361,0.0016160809316861
-360,0.00143079776754374
-359,0.00118375354868727
-358,0.00126816032346323
-357,0.0013052169562917
-356,0.00144932608395798
-355,0.00127639513075845
-354,0.0011487556176826
-353,0.00100876389366393
-352,0.00108493586114468
-351,0.0010437618246686
-350,0.00119610575963009
-349,0.0011487556176826
-348,0.00114257951221119
-347,0.00098611817360209
-346,0.000928474522535579
-345,0.000912004907945148
-344,0.000831715536816794
-343,0.00100258778819252
-342,0.000920239715240364
-341,0.000944944137126011
-340,0.000778189289397891
-339,0.000732897849274205
-338,0.000737015252921813
-337,0.000728780445626597
-336,0.000862596064173853
-335,0.00082965683499299
-334,0.00083995034411201
-333,0.000658784583617263
-332,0.000769954482102676
-331,0.000704076023740949
-330,0.000572319107017497
-329,0.000706134725564753
-328,0.000852302555054834
-327,0.000846126449583422
-326,0.000697899918269538
-325,0.000732897849274205
-324,0.000734956551098009
-323,0.000794658903988323
-322,0.000909946206121344
-321,0.00090788750429754
-320,0.00108287715932088
-319,0.00105199663196382
-318,0.000953178944421227
-317,0.00102729221007817
-316,0.00102317480643056
-315,0.00123522109428237
-314,0.00122081018151574
-313,0.00123316239245856
-312,0.00114052081038739
-311,0.00112610989762076
-310,0.00116934263592064
-309,0.00121463407604433
-308,0.00132786267635354
-307,0.00143285646936755
-306,0.00137109541465343
-305,0.00121257537422052
-304,0.00130727565811551
-303,0.00127021902528703
-302,0.00131962786905833
-301,0.00170872251375727
-300,0.00171283991740488
-299,0.00185283164142355
-298,0.00184459683412834
-297,0.00171695732105249
-296,0.00178283577941422
-295,0.00174372044476194
-294,0.00201958648915167
-293,0.00205458442015634
-292,0.00231192214813183
-291,0.00209369975480861
-290,0.00199488206726602
-289,0.00212458028216567
-288,0.00216369561681795
-287,0.00247250089038854
-286,0.00249514661045038
-285,0.00245808997762191
-284,0.00231809825360324
-283,0.00227486551530336
-282,0.00199076466361842
-281,0.00189606437972343
-280,0.00221928056606065
-279,0.00219457614417501
-278,0.00230368734083662
-277,0.00207517143839438
-276,0.00198870596179461
-275,0.00199076466361842
-274,0.00200105817273744
-273,0.0020875236493372
-272,0.0025054401195694
-271,0.00251367492686462
-270,0.00226457200618434
-269,0.00220281095147022
-268,0.00220692835511783
-267,0.00202987999827069
-266,0.00251573362868842
-265,0.00251573362868842
-264,0.0025589663669883
-263,0.00267013626547372
-262,0.00253837934875027
-261,0.00241073983567442
-260,0.00247867699585995
-259,0.00277924746213533
-258,0.0028163040949638
-257,0.00283277370955423
-256,0.00254867285786928
-255,0.00230574604266042
-254,0.00218222393323218
-253,0.00201958648915167
-252,0.00236956579919834
-251,0.00239632892290779
-250,0.0026063165089358
-249,0.00255073155969309
-248,0.00230368734083662
-247,0.00228721772624618
-246,0.00215957821317034
-245,0.00233045046454607
-244,0.00241691594114583
-243,0.00234280267548889
-242,0.00216369561681795
-241,0.00199076466361842
-240,0.00201546908550406
-239,0.00184871423777594
-238,0.0020360561037421
-237,0.00186724255419018
-236,0.00176430746299998
-235,0.00149050012043406
-234,0.00138550632742006
-233,0.00145138478578178
-232,0.00138962373106766
-231,0.00148844141861025
-230,0.00157696559703382
-229,0.0012537494106966
-228,0.00117757744321586
-227,0.00105611403561142
-226,0.000977883366306874
-225,0.000938768031654599
-224,0.00105199663196382
-223,0.00123316239245856
-222,0.00128462993805366
-221,0.00105817273743523
-220,0.00097582466448307
-219,0.000936709329830795
-218,0.000990235577249698
-217,0.00103758571919719
-216,0.00105199663196382
-215,0.00104787922831621
-214,0.000912004907945148
-213,0.000823480729521578
-212,0.00067319549638389
-211,0.000702017321917145
-210,0.000708193427388557
-209,0.00075142616568844
-208,0.000765837078455068
-207,0.000741132656569421
-206,0.000646432372674439
-205,0.000607317038022164
-204,0.000607317038022164
-203,0.000660843285441067
-202,0.00061555184531738
-201,0.000518792859598594
-200,0.000465266612179692
-199,0.000452914401236868
-198,0.000384977241051338
-197,0.000310863975394396
-196,0.000387035942875142
-195,0.000364390222813298
-194,0.000331450993632435
-193,0.000277924746213533
-192,0.000308805273570592
-191,0.000290276957156356
-190,0.000288218255332552
-189,0.000520851561422398
-188,0.000562025597898477
-187,0.000774071885750284
-186,0.000924357118887972
-185,0.000926415820711776
-184,0.00135256709823919
-183,0.00239015281743638
-182,0.00362949131536636
-181,0.00486471240964872
-180,0.00500470413366739
-179,0.00462384429626366
-178,0.00503558466102445
-177,0.00456620064519715
-176,0.00519616340328116
-175,0.00569231054281791
-174,0.0055317318005612
-173,0.00486265370782492
-172,0.00489765163882959
-171,0.00431092161904546
-170,0.0039156508688751
-169,0.0036521370354282
-168,0.00327333589984827
-167,0.00301188076822517
-166,0.00277307135666391
-165,0.0025054401195694
-164,0.00233045046454607
-163,0.00215134340587512
-162,0.0018281272195379
-161,0.0016675484772812
-160,0.00158931780797665
-159,0.00154608506967676
-158,0.00136491930918202
-157,0.00127639513075845
-156,0.00120639926874911
-155,0.00114052081038739
-154,0.0011466969158588
-153,0.00107258365020186
-152,0.000959355049892639
-151,0.00100670519184013
-150,0.000977883366306874
-149,0.000858478660526245
-148,0.000842009045935814
-147,0.000932591926183187
-146,0.000926415820711776
-145,0.000967589857187854
-144,0.00100052908636872
-143,0.000971707260835462
-142,0.000940826733478403
-141,0.000903770100649932
-140,0.00105817273743523
-139,0.00106023143925903
-138,0.00100258778819252
-137,0.000969648559011658
-136,0.00103140961372578
-135,0.00102523350825436
-134,0.000934650628006991
-133,0.000992294279073502
-132,0.000953178944421227
-131,0.000936709329830795
-130,0.000899652697002324
-129,0.00097582466448307
-128,0.00097582466448307
-127,0.00091818101341656
-126,0.00102523350825436
-125,0.00110346417755891
-124,0.00108493586114468
-123,0.000953178944421227
-122,0.00116522523227303
-121,0.000942885435302207
-120,0.000965531155364051
-119,0.00108287715932088
-118,0.000959355049892639
-117,0.000982000769954482
-116,0.00091818101341656
-115,0.000879065678764285
-114,0.000807011114931147
-113,0.000800835009459735
-112,0.000866713467821461
-111,0.000813187220402559
-110,0.000833774238640598
-109,0.000800835009459735
-108,0.000745250060217028
-107,0.000737015252921813
-106,0.000706134725564753
-105,0.000722604340155185
-104,0.000654667179969655
-103,0.000671136794560086
-102,0.000712310831036165
-101,0.000660843285441067
-100,0.000564084299722281
-99,0.000601140932550752
-98,0.000660843285441067
-97,0.000599082230726948
-96,0.000586730019784125
-95,0.000609375739845968
-94,0.000757602271159852
-93,0.000712310831036165
-92,0.00082965683499299
-91,0.000977883366306874
-90,0.000924357118887972
-89,0.000864654765997657
-88,0.000961413751716443
-87,0.00103964442102099
-86,0.00103758571919719
-85,0.00111787509032554
-84,0.00146579569854841
-83,0.00129492344717268
-82,0.00128462993805366
-81,0.0013031582544679
-80,0.00130933435993931
-79,0.00135050839641539
-78,0.00137933022194864
-77,0.00164696145904316
-76,0.00172930953199531
-75,0.00174989655023335
-74,0.00155637857879578
-73,0.00166548977545739
-72,0.00158931780797665
-71,0.00170666381193347
-70,0.00196811894355657
-69,0.00180548149947606
-68,0.00211016936939904
-67,0.00187341865966159
-66,0.00215340210769893
-65,0.00230368734083662
-64,0.00248485310133136
-63,0.00313952028130102
-62,0.003024232979168
-61,0.00314569638677243
-60,0.00317245951048188
-59,0.00367890015913765
-58,0.00402476206553671
-57,0.00426151277527417
-56,0.00504999557379108
-55,0.00463413780538268
-54,0.00502940855555304
-53,0.00534438993459504
-52,0.00604023115104078
-51,0.00608346388934066
-50,0.00682047914226247
-49,0.00778601029762652
-48,0.00735985902009911
-47,0.00745044190034648
-46,0.00785600615963586
-45,0.00801658490189256
-44,0.00758425751889374
-43,0.00737221123104193
-42,0.00800217398912594
-41,0.00722398469972805
-40,0.00696252956810494
-39,0.0067813638076102
-38,0.00682047914226247
-37,0.00668666352371522
-36,0.00675048328025314
-35,0.00734956551098009
-34,0.00681636173861486
-33,0.0061575771549976
-32,0.00597229399085525
-31,0.00614728364587858
-30,0.00601140932550752
-29,0.00572319107017497
-28,0.00591465033978874
-27,0.00550290997502795
-26,0.00517145898139551
-25,0.00498205841360555
-24,0.00469178145644919
-23,0.00425739537162656
-22,0.00419563431691244
-21,0.0045394375214877
-20,0.00429445200445503
-19,0.00398358802906063
-18,0.00361508040259973
-17,0.00376742433756122
-16,0.00378183525032785
-15,0.00327127719802447
-14,0.00346685387128584
-13,0.00348949959134769
-12,0.00320745744148655
-11,0.00303864389193462
-10,0.0030798179284107
-9,0.00291718048433019
-8,0.00278336486578293
-7,0.00347097127493345
-6,0.00383330279592295
-5,0.00389918125428467
-4,0.00426974758256938
-3,0.00488324072606296
-2,0.00501293894096261
-1,0.00638609305743984
