"time","prob"
-733,1.53076219711319e-06
-728,5.10254065704395e-07
-714,5.10254065704395e-07
-710,5.10254065704395e-07
-709,5.10254065704395e-07
-708,1.02050813140879e-06
-707,1.02050813140879e-06
-703,5.10254065704395e-07
-702,5.10254065704395e-07
-700,5.10254065704395e-07
-697,5.10254065704395e-07
-693,5.10254065704395e-07
-691,1.02050813140879e-06
-689,1.53076219711319e-06
-687,1.02050813140879e-06
-684,5.10254065704395e-07
-683,2.04101626281758e-06
-682,3.57177845993077e-06
-681,1.53076219711319e-06
-680,1.53076219711319e-06
-679,6.63330285415714e-06
-678,5.61279472274835e-06
-677,1.02050813140879e-05
-676,1.9389654496767e-05
-675,2.14306707595846e-05
-674,2.14306707595846e-05
-673,3.97998171249429e-05
-672,3.82690549278297e-05
-671,3.92895630592385e-05
-670,3.36767683364901e-05
-669,4.28613415191692e-05
-668,5.15356606361439e-05
-667,6.12304878845275e-05
-666,6.93945529357978e-05
-665,0.000110725132257854
-664,0.000102561067206584
-663,0.000120419959506237
-662,0.000138278851805891
-661,0.000164301809156815
-660,0.00016481206322252
-659,0.000174506890470903
-658,0.000229104075501274
-657,0.000178588922996538
-656,0.000191345274639148
-655,0.000176037652668016
-654,0.000219919502318594
-653,0.000186242733982104
-652,0.000169404349813859
-651,0.000249003984063745
-650,0.000200019593756123
-649,0.000217878486055777
-648,0.000191345274639148
-647,0.000245942459669519
-646,0.000209714421004507
-645,0.000191345274639148
-644,0.000269414146691921
-643,0.000211755437267324
-642,0.000281149990203122
-641,0.000268393638560512
-640,0.000275537195480374
-639,0.000262780843837764
-638,0.000203081118150349
-637,0.000301560152831298
-636,0.00025767830318072
-635,0.00026125008164065
-634,0.000230634837698387
-633,0.000251555254392267
-632,0.00024492195153811
-631,0.000184711971784991
-630,0.000228593821435569
-629,0.000178588922996538
-628,0.000194406799033375
-627,0.000170935112010973
-626,0.000186242733982104
-625,0.000167873587616746
-624,0.000114296910717785
-623,0.000166853079485337
-622,0.000117358435112011
-621,0.000107153353797923
-620,0.000103071321272288
-619,0.00010103030500947
-618,8.67431911697472e-05
-617,8.21509045784077e-05
-616,9.13354777610868e-05
-615,8.31714127098165e-05
-614,6.99048070015022e-05
-613,6.5822774475867e-05
-612,9.33764940239044e-05
-611,5.81689634903011e-05
-610,5.66382012931879e-05
-609,6.78637907386846e-05
-608,5.25561687675527e-05
-607,5.30664228332571e-05
-606,5.20459147018483e-05
-605,4.74536281105088e-05
-604,5.71484553588923e-05
-603,4.23510874534648e-05
-602,5.71484553588923e-05
-601,4.1330579322056e-05
-600,4.23510874534648e-05
-599,3.77588008621253e-05
-598,4.79638821762132e-05
-597,4.18408333877604e-05
-596,4.59228659133956e-05
-595,6.22509960159363e-05
-594,6.53125204101626e-05
-593,5.30664228332571e-05
-592,5.96997256874143e-05
-591,6.68432826072758e-05
-590,6.73535366729802e-05
-589,4.3881849650578e-05
-588,6.37817582130494e-05
-587,4.69433740448044e-05
-586,5.56176931617791e-05
-585,4.84741362419176e-05
-584,5.30664228332571e-05
-583,5.25561687675527e-05
-582,4.54126118476912e-05
-581,5.81689634903011e-05
-580,4.84741362419176e-05
-579,5.45971850303703e-05
-578,4.74536281105088e-05
-577,5.66382012931879e-05
-576,5.15356606361439e-05
-575,4.03100711906472e-05
-574,5.35766768989615e-05
-573,4.49023577819868e-05
-572,5.76587094245967e-05
-571,4.43921037162824e-05
-570,5.00048984390308e-05
-569,4.23510874534648e-05
-568,3.57177845993077e-05
-567,4.74536281105088e-05
-566,3.11254980079681e-05
-565,3.36767683364901e-05
-564,2.14306707595846e-05
-563,2.55127032852198e-05
-562,2.90844817451505e-05
-561,2.14306707595846e-05
-560,2.75537195480374e-05
-559,2.50024492195154e-05
-558,3.36767683364901e-05
-557,3.01049898765593e-05
-556,2.24511788909934e-05
-555,3.11254980079681e-05
-554,2.34716870224022e-05
-553,2.34716870224022e-05
-552,2.4492195153811e-05
-551,2.50024492195154e-05
-550,2.24511788909934e-05
-549,1.98999085624714e-05
-548,1.78588922996538e-05
-547,1.73486382339494e-05
-546,3.87793089935341e-05
-545,3.11254980079681e-05
-544,3.92895630592385e-05
-543,3.82690549278297e-05
-542,4.3881849650578e-05
-541,4.33715955848736e-05
-540,4.33715955848736e-05
-539,6.22509960159363e-05
-538,6.5822774475867e-05
-537,8.01098883155901e-05
-536,5.05151525047352e-05
-535,6.3271504147345e-05
-534,6.02099797531187e-05
-533,6.93945529357978e-05
-532,9.38867480896088e-05
-531,9.33764940239044e-05
-530,0.000112766148520671
-529,8.26611586441121e-05
-528,8.98047155639736e-05
-527,0.00011837894324342
-526,0.000111235386323558
-525,0.000175017144536608
-524,0.000146442916857162
-523,0.000174506890470903
-522,0.000166853079485337
-521,0.0001857324799164
-520,0.000191855528704853
-519,0.000200019593756123
-518,0.000260229573509242
-517,0.000230634837698387
-516,0.000247473221866632
-515,0.000221960518581412
-514,0.000242370681209588
-513,0.000204611880347463
-512,0.000192365782770557
-511,0.000236247632421135
-510,0.000217878486055777
-509,0.000230634837698387
-508,0.000203081118150349
-507,0.000198999085624714
-506,0.000194917053099079
-505,0.000176547906733721
-504,0.000187263242113513
-503,0.000192365782770557
-502,0.000191345274639148
-501,0.000193386290901966
-500,0.000178078668930834
-499,0.000211755437267324
-498,0.000190835020573444
-497,0.000228083567369865
-496,0.000226552805172752
-495,0.000237778394618248
-494,0.000218898994187186
-493,0.000233186108026909
-492,0.000220429756384299
-491,0.000225532297041343
-490,0.000365852165110052
-489,0.000377077754555548
-488,0.000353095813467442
-487,0.000361259878518712
-486,0.000440349258702893
-485,0.000444941545294233
-484,0.000476577297367905
-483,0.000576587094245967
-482,0.000621999706093658
-481,0.000610263862582457
-480,0.000565871758866175
-479,0.000664350793547123
-478,0.000633735549604859
-477,0.000659248252890079
-476,0.000907231728822415
-475,0.000896006139376919
-474,0.000917947064202208
-473,0.000892944614982692
-472,0.000891413852785579
-471,0.000904680458493893
-470,0.000964380184181308
-469,0.00123226356867612
-468,0.00118480994056561
-467,0.00118991248122265
-466,0.00109194370060741
-465,0.00122767128208478
-464,0.00119756629220822
-463,0.00122716102801907
-462,0.001717515185161
-461,0.00170373832538698
-460,0.00177925592711123
-459,0.00187824521585788
-458,0.00205836490105153
-457,0.0020435675331461
-456,0.00193386290901966
-455,0.00247830399712625
-454,0.00233084057213768
-453,0.00243595290967278
-452,0.00240380690353341
-451,0.0026114803082751
-450,0.00260892903794657
-449,0.00246707840768075
-448,0.00309367040036575
-447,0.00302376559336425
-446,0.00312734716870224
-445,0.00286405607079877
-444,0.00306815769708053
-443,0.00310846776827118
-442,0.00282425625367383
-441,0.00350646593952061
-440,0.00342737655933642
-439,0.00327838237215074
-438,0.00304774753445235
-437,0.00314418555287049
-436,0.00299825289007903
-435,0.0027165926458102
-434,0.00309622167069427
-433,0.00269873375351055
-432,0.00254412677160212
-431,0.00233849438312324
-430,0.00226756906799033
-429,0.00217470282803213
-428,0.00205173159819737
-427,0.00207265201489125
-426,0.00196600891515904
-425,0.00188130674025211
-424,0.00170884086604402
-423,0.00172618950427797
-422,0.00167057181111619
-421,0.00159964649598328
-420,0.0018685503886095
-419,0.00174813042910326
-418,0.00184916073411273
-417,0.0016486308862909
-416,0.00163740529684541
-415,0.0016715923192476
-414,0.00158433887401215
-413,0.00185579403696689
-412,0.00177109186205996
-411,0.00168536917902162
-410,0.00149657517471099
-409,0.00154045702436157
-408,0.0014628984063745
-407,0.00132410930050291
-406,0.00167822562210176
-405,0.00153484422963882
-404,0.00152923143491607
-403,0.00141850630265822
-402,0.00153586473777023
-401,0.00156443896544968
-400,0.00148381882306838
-399,0.00194559875253086
-398,0.00204867007380315
-397,0.00206856998236562
-396,0.00201091127294102
-395,0.00218439765528052
-394,0.00223134102932532
-393,0.00225073068382209
-392,0.00271863366207302
-391,0.00294518646724577
-390,0.00291763274769773
-389,0.00277221033897198
-388,0.00305387058324081
-387,0.00308448582718307
-386,0.00307479099993469
-385,0.0039121179217556
-384,0.00383864133629417
-383,0.00361923208804128
-382,0.0034360508784534
-381,0.00346972764678989
-380,0.00337124861210894
-379,0.0030650961726863
-378,0.00346870713865848
-377,0.0032043955326236
-376,0.00281201015609692
-375,0.00266760825550258
-374,0.00239666334661355
-373,0.00240584791979622
-372,0.00257984455620142
-371,0.00288038420090131
-370,0.00261913411926066
-369,0.00228848948468421
-368,0.00215327215727255
-367,0.00217419257396643
-366,0.00229461253347267
-365,0.00244309646659265
-364,0.00269159019659069
-363,0.00223593331591666
-362,0.00208285709620534
-361,0.0019037579191431
-360,0.00180731990072497
-359,0.00175068169943178
-358,0.00163842580497681
-357,0.00188283750244922
-356,0.00187212216706943
-355,0.00181395320357913
-354,0.00162924123179413
-353,0.00169506400627
-352,0.00160679005290314
-351,0.0015322929593103
-350,0.00177211237019137
-349,0.00169302299000718
-348,0.00168485892495591
-347,0.00147565475801711
-346,0.00144452926000914
-345,0.00137105267454771
-344,0.00124553017438443
-343,0.00139707563189863
-342,0.00131645548951734
-341,0.00133431438181699
-340,0.00121134315198224
-339,0.00123838661746457
-338,0.00114347936124355
-337,0.00108735141401607
-336,0.00128584024557508
-335,0.00120164832473385
-334,0.00122001747109921
-333,0.00112817173927242
-332,0.00111286411730129
-331,0.00101795686108027
-330,0.000980198060218144
-329,0.00109602573313304
-328,0.00118991248122265
-327,0.00113429478806087
-326,0.00108990268434459
-325,0.00109398471687022
-324,0.00108224887335902
-323,0.00111592564169551
-322,0.00130880167853177
-321,0.0014042191888185
-320,0.00143585494089217
-319,0.00138636029651884
-318,0.00137615521520475
-317,0.00139554486970152
-316,0.00133023234929136
-315,0.00154096727842727
-314,0.00146493942263732
-313,0.00143432417869506
-312,0.00129604532688916
-311,0.00134145793873686
-310,0.00132410930050291
-309,0.00122665077395337
-308,0.00155780566259552
-307,0.00148892136372543
-306,0.00150371873163085
-305,0.00135370403631376
-304,0.00155474413820129
-303,0.00152208787799621
-302,0.00148330856900268
-301,0.00178231745150545
-300,0.00183793514466723
-299,0.00191600401672001
-298,0.00180425837633074
-297,0.00193947570374241
-296,0.00191753477891712
-295,0.00175629449415453
-294,0.00208795963686239
-293,0.00219103095813467
-292,0.00220429756384299
-291,0.0020777545555483
-290,0.0021124518320162
-289,0.00215531317353537
-288,0.00203693423029195
-287,0.00234716870224022
-286,0.00246554764548364
-285,0.00243391189340997
-284,0.00223287179152243
-283,0.00234818921037163
-282,0.00220072578538306
-281,0.00200223695382405
-280,0.0022986945659983
-279,0.00228440745215858
-278,0.00230430736072105
-277,0.00209714421004507
-276,0.00215378241133825
-275,0.00205734439292012
-274,0.00195172180131931
-273,0.00212520818365881
-272,0.00248748857030893
-271,0.00255841388544184
-270,0.00236349683234276
-269,0.00234155590751747
-268,0.0023333918424662
-267,0.0021711310495722
-266,0.0024956526353602
-265,0.0025543318529162
-264,0.00263903402782313
-263,0.00246554764548364
-262,0.00249361161909738
-261,0.00252371660897394
-260,0.00239462233035073
-259,0.00287630216837568
-258,0.00271455162954738
-257,0.00262678793024623
-256,0.00241656325517602
-255,0.00235890454575142
-254,0.0022293000130625
-253,0.00207418277708837
-252,0.00239411207628502
-251,0.00228338694402717
-250,0.00267169028802821
-249,0.00246707840768075
-248,0.00251759356018549
-247,0.00228950999281562
-246,0.00216755927111227
-245,0.00250942949513422
-244,0.00241299147671609
-243,0.00229002024688133
-242,0.00201499330546666
-241,0.00210581852916204
-240,0.00188130674025211
-239,0.00172363823394945
-238,0.00199356263470707
-237,0.00188283750244922
-236,0.00175017144536608
-235,0.00145371383319182
-234,0.00142871138397231
-233,0.00135625530664228
-232,0.00134298870093397
-231,0.00142411909738097
-230,0.00136084759323362
-229,0.00125930703415845
-228,0.00110980259290706
-227,0.001090923192476
-226,0.000993974919992162
-225,0.000867431911697472
-224,0.000956726373195742
-223,0.00110776157664424
-222,0.00103581575337992
-221,0.000974075011429691
-220,0.000815896251061329
-219,0.000758237541636732
-218,0.000692925021226569
-217,0.000768952877016524
-216,0.000715886454183267
-215,0.000638327836196199
-214,0.000575566586114558
-213,0.000516377114492848
